text,label
"funds, Information Technology, Team Lead, Notes, Mac, Macintosh, managing, meeting facilitation, Access, Microsoft Excel, Excel, Office,",Skills
"servers, scripts, software development, software testing, SQL, System Integration, desktop support, user training, telephone, Test Director, T-",Skills
"SQL, Troubleshoot, troubleshooting, upgrade, Visio, website, workflow",Education
"Strategic and analytical finance professional with 23 + years of success in financial reporting, analysis and project management. Highly motivated",Projects
"professional who thrives in high-pressure environments. Excellent financial reporting, budget forecasting, management and team-building skills.",Skills
Experience,Experience
"Managed a staff of 9 accounting employees and over 200 offsite employees in HR, Payroll, Skyline system training, integrated a system",Courses & Certificates
"Assisted auditors with all internal and external annual audits, and implemented new accounting software program.",Projects
"Implemented procedural changes to control costs, with payroll and job cost system.",Projects
"Entrepreneurial, analytical, and detailed oriented manager who, for over 5 years, both directed, and had hands on experience in, all aspects of",Experience
year engineering and accounting career. A proven ability to accept and succeed with new challenges and responsibilities. Currently seeking the next,Experience
demonstrated leadership experience.,Experience
Experienced manager,Experience
Government contracting experience,Experience
Experience,Experience
"Managing a team of 4 direct reporting engineers and other indirect engineering staff across multiple, simultaneous projects and sites.",Projects
Serving as a Project Engineer for Tier I (VP level exposure) multi-year product development project involving engineers from 3 company,Projects
Providing both technical and professional oversight and mentoring to less experienced engineers including annual performance and merit,Experience
"Developed accounting policies and procedures for AP processing, AR collections, asset acquisition and disposal, allowed costs, and",Projects
Maintained cash flow projections for company President and was responsible for Treasury functions.,Projects
"Contributed to engineering projects and programs involving fiber optic based sensors, semi-active dampers, on blade rotorcraft control, and",Projects
Developed ballistic missile warhead reentry simulation tool which allowed company to gain new work with key customer.,Projects
"Wrote technical business proposals and provided engineering assistance on Small Businesses Innovative Research projects, helping grow",Projects
projects into a self-sustaining business group within the company.,Projects
Project Engineer,Projects
Responsibilities grew from co-op student to lead project engineer for a small engineering company focused on developing sensing and,Experience
Represented company on a multi-company technical team working on a two year Defense Advanced Research Projects Agency (DARPA),Projects
"Contributed to various engineering projects including acoustic sensors, acoustic noise cancellation, vibration control, modeling and simulation",Projects
"Master of Science : Accounting and Finance , 2012 University of Maryland, University College ï¼​ City , State",Education
"M. Eng : Aerospace Engineering , 2001 University of Maryland ï¼​ City , State",Education
"Bachelor of Science : Aerospace Engineering University of Maryland ï¼​ City , State",Education
Skills,Skills
"Proactive, self-motivated, team player well versed in AP, AR, bank reconciliations, billings, budgets, cash flow projections, government",Projects
"contracting, and financial statements. Experienced with many accounting, technical, and office applications including Quickbooks (expert),",Experience
"Peachtree (proficient), JDE (proficient), Great Plains (trained), LabView, Matlab, Access, Excel, Word.",Skills
"Finance Director with experience in strategic planning, budgeting and accounting.",Experience
Experience,Experience
Implemented new Accounting procedures within Quickbooks.,Projects
Work daily with Microsoft Excel in creating worksheets when needed.,Skills
"Developed work with data entry including: Customer and Patient Satisfaction, Clinical Monthly Packets as well as the Employee Census.",Projects
